0,1
cg25814383,0.01528293
cg05777919,0.01334783
cg26071556,0.01316731
cg01979888,0.01307864
cg11962524,0.0126375
cg12232308,0.01221063
cg12690127,0.01037389
cg23206032,0.0088895
cg14418633,0.00852864
cg24402880,0.00846226
cg17648080,0.00836909
cg08296680,0.00831148
cg00582524,0.00815752
cg04340430,0.00809698
cg19794481,0.00807716
cg12462916,0.00780947
cg04770088,0.00779337
cg06257052,0.00769109
cg08457178,0.00758872
cg10062193,0.00754271
cg25495650,0.00733539
cg07858113,0.00732926
cg08368520,0.00728875
cg04778178,0.00714423
cg17198308,0.00703374
cg10565187,0.00702469
cg04921315,0.0069459
cg04194674,0.00692226
cg12334079,0.00684424
cg19277884,0.00660687
cg04583813,0.00651644
cg18121066,0.00635234
cg12373208,0.00628099
cg14160419,0.00628069
cg26055747,0.00622368
cg15015892,0.0061601
cg11536474,0.00614507
cg08523456,0.00603345
cg09506001,0.00596254
cg21410293,0.00586988
cg20162381,0.00583831
cg01851378,0.00566813
cg27088725,0.00565895
cg02840535,0.00562981
cg03221247,0.0055425
cg04877910,0.00540763
cg19033654,0.00540617
cg19598567,0.00532461
cg07740599,0.00530293
cg10170504,0.00523814
cg26036626,0.00521641
cg02584377,0.00516032
cg07532183,0.00505187
cg02346342,0.00492971
cg23398076,0.00492937
cg06051311,0.00488452
cg01275887,0.00483145
cg08123444,0.00475412
cg03555299,0.00457622
cg22731271,0.00455859
cg11213690,0.0045247
cg23737737,0.00452322
cg02748089,0.00441187
cg20744163,0.00433184
cg02035605,0.00424002
cg18368125,0.0042158
cg22399133,0.00420779
cg03025986,0.00415167
cg16916914,0.00411828
cg24150623,0.0041016
cg13906823,0.00407664
cg00498591,0.00403401
cg22659049,0.00395582
cg25363807,0.00393416
cg06721601,0.00392126
cg11862144,0.00391743
cg10900049,0.00387001
cg18469036,0.0038613
cg22198044,0.0036864
cg03001333,0.00366561
cg09450200,0.00362858
cg01207684,0.00357185
cg23693289,0.0035619
cg10899768,0.00355895
cg10933959,0.00355374
cg10244976,0.00354817
cg07864976,0.00353252
cg13656752,0.0035083
cg10863922,0.00350797
cg00251716,0.00348821
cg09016242,0.00345865
cg18440692,0.0034286
cg07974511,0.00342018
cg26951340,0.00341397
cg01954305,0.00340737
cg17853216,0.00338066
cg06607764,0.00337725
cg18579862,0.00335851
cg24660635,0.00334608
cg16792302,0.00327262
cg12904880,0.00321332
cg19846154,0.00321041
cg20912169,0.00319894
cg18488157,0.00319387
cg20691436,0.00316296
cg24757310,0.00315085
cg00842351,0.00313152
cg02670123,0.00312702
cg08808128,0.00312184
cg04523661,0.00312061
cg15958289,0.00308232
cg07665510,0.00307046
cg06368590,0.00306754
cg05224126,0.00305241
cg21201401,0.00304724
cg07455790,0.00303423
cg26246807,0.003017
cg00347757,0.00301484
cg18442362,0.002999
cg04597393,0.00299856
cg02587606,0.00299787
cg02734358,0.00294418
cg10210594,0.00288506
cg10568066,0.0028763
cg13045134,0.00287236
cg24425838,0.00283795
cg08898155,0.0028171
cg18792131,0.00281503
cg21479226,0.00280598
cg24903006,0.00280431
cg04189187,0.00279552
cg22001496,0.0027926
cg12620035,0.0027877
cg08435683,0.00278045
cg15316843,0.00277487
cg17295878,0.00275651
cg07946277,0.0027447
cg04249706,0.00274457
cg04786142,0.00272279
cg08703872,0.00269478
cg05142677,0.00269427
cg10862567,0.00269423
cg16601494,0.00267578
cg01540102,0.00267439
cg05171197,0.00267111
cg04522310,0.002651
cg14433074,0.0026431
cg22727783,0.00263535
cg00177787,0.00261617
cg14780632,0.00261042
cg10881128,0.00260825
cg09982773,0.00260555
