,0,0
0,cg09559196,9.819459562587535e-05
1,cg15084433,0.00013613418011809136
2,cg08875705,9.959155285006398e-05
3,cg00363813,8.420446814173529e-05
4,cg26757053,0.00015646071083000586
5,cg15076217,3.413773160216554e-05
6,cg24537836,0.0001984355780626725
7,cg02647998,1.7657447380430455e-05
8,cg22291942,7.047567986167942e-05
9,cg26951340,5.619847726418205e-05
10,cg04290835,1.0594468428258273e-05
11,cg06306636,7.385264077428171e-05
12,cg21311834,5.844159070085734e-05
13,cg03090436,7.945851321193705e-06
14,cg14546128,0.00019295148605087193
15,cg18801599,3.0183559766400847e-05
16,cg01084990,4.2579673111666584e-05
17,cg23440816,7.24502552239329e-05
18,cg03868944,1.3772808956735755e-05
19,cg03954918,7.703950760011252e-05
20,cg03323067,3.972925660596853e-05
21,cg18469036,8.148118456673379e-05
22,cg26726230,0.00014272758615209866
23,cg20278383,0.00010355055369970864
24,cg03221247,2.5035737892967462e-05
25,cg17283169,5.297234214129137e-06
26,cg19393677,0.0014033491103842641
27,cg00517511,4.598547287610379e-05
28,cg00786909,3.752207568341471e-05
29,cg17853216,3.497772094539727e-05
30,cg24296761,2.9916485165176493e-05
31,cg05777919,0.00025799969258573987
32,cg18259487,3.835340146691573e-05
33,cg24055525,0.00024843778874317056
34,cg14519356,5.208946977226985e-05
35,cg17501395,5.297234214129137e-06
36,cg25812146,3.482797727249146e-05
37,cg04042305,0.0003192772846254719
38,cg18358723,6.688283211716056e-05
39,cg24812523,2.3301396654458732e-05
40,cg15943038,8.516714301828038e-05
41,cg15171154,8.985840748468978e-05
42,cg27508545,1.581751168700745e-05
43,cg10081994,6.434176809642564e-05
44,cg20691436,2.4897000806406946e-05
45,cg19344315,9.377739012951691e-05
46,cg03705558,0.00020509029068433102
47,cg19722698,7.944981361551767e-05
48,cg12861034,6.976364019507518e-05
49,cg00081799,9.31365568326269e-06
50,cg01979888,3.8608811308555704e-05
51,cg26053840,6.258071897493356e-05
52,cg17907628,1.94231921184735e-05
53,cg00983904,7.154983377408974e-05
54,cg04074001,1.589170264238741e-05
55,cg26905768,7.848282085667926e-05
56,cg27232494,0.0008211195411933131
57,cg01909856,0.00011682285961597114
58,cg23871994,0.0007017864409058304
59,cg04359558,1.8161945877014183e-05
60,cg07259418,8.874442357800376e-05
61,cg03854913,1.4832255799561583e-05
62,cg01030534,3.059152758659577e-05
63,cg18459806,0.0005723136298703263
64,cg26549601,0.00043994863374269597
65,cg14418633,6.909935191827936e-05
66,cg03722909,4.3084171608250304e-05
67,cg03641066,0.00014365487230796369
68,cg05097899,0.00010910188038877699
69,cg17032989,5.079331899367845e-05
70,cg21857843,3.3847904682715666e-05
71,cg11962524,4.712453325740263e-05
72,cg07015525,2.900866355356433e-05
73,cg00904548,6.844283398934637e-05
74,cg06405341,2.595644764923277e-05
75,cg03691170,2.5161862517113397e-05
76,cg01635193,0.0002114111567320922
77,cg24276395,7.279793618784517e-05
78,cg23255835,0.00023348574224023907
79,cg08170294,5.119913452676377e-05
80,cg03228065,4.148429986075069e-05
81,cg14554539,4.203917021005398e-05
82,cg24217704,5.0891214853413995e-05
83,cg04493169,1.589170264238741e-05
84,cg23109891,0.0007856512082428826
85,cg03403507,3.9831126494701776e-05
86,cg20236089,6.447595211854032e-05
87,cg00415665,3.4105068558476475e-05
88,cg19885979,6.30370871481367e-05
89,cg07823492,6.085351416805128e-05
90,cg16925459,0.00012222921089649277
91,cg15078211,1.8540319749451978e-05
92,cg17300544,6.788246911272444e-05
93,cg20024687,3.942258110740583e-05
94,cg10828599,3.6212214842245893e-05
95,cg26165146,3.256308477949513e-05
96,cg26071556,9.579384484939729e-05
97,cg03650282,4.2821691271566175e-05
98,cg03106245,0.0002809721677848709
99,cg01572460,8.961000240180119e-05
100,cg20806040,0.0027383415260100376
101,cg09053536,8.277138667283687e-05
102,cg16356622,0.00010966159666825725
103,cg25312122,2.8671566830847014e-05
104,cg09127607,0.00018733939637131293
105,cg13007502,8.917879113742488e-05
106,cg18368125,0.0006471035045713281
107,cg19794481,1.7136132267293933e-05
108,cg13980454,0.0011502466026847209
109,cg22198044,7.945851321193703e-06
110,cg17242362,5.0253496550327347e-05
111,cg21635870,1.7657447380430455e-05
112,cg12691330,2.8907763854247574e-05
113,cg04879755,0.00038179232010300914
114,cg01368075,5.390030824218465e-05
115,cg14050824,7.75678868170585e-05
116,cg10377153,1.4832255799561581e-05
117,cg19277884,0.00015828581828255996
118,cg03081691,0.00026599139009033713
119,cg15377283,6.063522154933715e-05
120,cg03135351,3.627437483188858e-05
121,cg18160302,0.0
122,cg24702147,9.177400946604116e-05
123,cg01670430,0.000104229905505192
